"IPR","gene","description"
"IPR000504","EfaB_PLUS_31746.g2334","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_18869.g1672","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_26415.g2243","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_18869.g1596","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_12367.g1091","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_11030.g934","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_7048.g682","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_15576.g1322","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_11414.g1017","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_45924.g2678","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_2074.g245","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_15576.g1344","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_7742.g795","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_20371.g1656","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_49504.g2813","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_23210.g2013","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_33184.g2498","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_20437.g1756","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_14978.g1243","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_36188.g2574","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_22732.g1888","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_7048.g633","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_25052.g2047","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_7742.g775","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_11414.g1027","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_8817.g871","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_13385.g1191","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_56725.g2817","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_7742.g801","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_23143.g1922","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_34010.g2548","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_22450.g1939","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_24117.g2060","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_12324.g1059","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_1101.g153","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_40565.g2566","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_5504.g477","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_33184.g2503","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_36188.g2571","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_31498.g2307","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_11124.g954","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_20412.g1834","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_2387.g296","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_17907.g1558","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_6710.g586","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_15648.g1363","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_5504.g480","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_1425.g190","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_25177.g2142","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_7900.g812","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_21549.g1771","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_20412.g1733","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_19222.g1616","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_11414.g1025","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_2387.g282","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_3469.g338","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_17764.g1525","RNA recognition motif domain"
"IPR000504","EfaB_MINUS_1527.g198","RNA recognition motif domain"
"IPR000504","EfaB_PLUS_50054.g2723","RNA recognition motif domain"
"IPR000509","EfaB_MINUS_7742.g789","Ribosomal protein L36e"
"IPR000511","EfaB_MINUS_20371.g1748","Cytochrome c/c1 haem-lyase"
"IPR000511","EfaB_MINUS_25458.g2207","Cytochrome c/c1 haem-lyase"
"IPR000529","EfaB_MINUS_7048.g700","Ribosomal protein S6"
"IPR000529","EfaB_PLUS_4849.g451","Ribosomal protein S6"
"IPR000530","EfaB_MINUS_23210.g2011","Ribosomal protein S12e"
"IPR000535","EfaB_MINUS_7703.g722","Major sperm protein"
"IPR000537","EfaB_MINUS_13716.g1223","UbiA prenyltransferase family"
"IPR000537","EfaB_PLUS_24117.g1994","UbiA prenyltransferase family"
"IPR000544","EfaB_PLUS_37748.g2507","Octanoyltransferase"
"IPR000547","EfaB_MINUS_56725.g2969","Clathrin, heavy chain/VPS, 7-fold repeat"
"IPR000547","EfaB_PLUS_12534.g1078","Clathrin, heavy chain/VPS, 7-fold repeat"
"IPR000552","EfaB_MINUS_25458.g2197","Ribosomal protein L44e"
"IPR000554","EfaB_PLUS_6035.g578","Ribosomal protein S7e"
"IPR000555","EfaB_PLUS_11135.g962","JAB1/Mov34/MPN/PAD-1"
"IPR000555","EfaB_MINUS_17195.g1562","JAB1/Mov34/MPN/PAD-1"
"IPR000555","EfaB_PLUS_17907.g1567","JAB1/Mov34/MPN/PAD-1"
"IPR000555","EfaB_PLUS_1048.g111","JAB1/Mov34/MPN/PAD-1"
"IPR000558","EfaB_PLUS_7048.g678","Histone H2B"
"IPR000560","EfaB_PLUS_8664.g835","Histidine phosphatase superfamily, clade-2"
"IPR000560","EfaB_MINUS_6743.g591","Histidine phosphatase superfamily, clade-2"
"IPR000560","EfaB_MINUS_11124.g968","Histidine phosphatase superfamily, clade-2"
"IPR000569","EfaB_PLUS_7048.g649","HECT"
"IPR000569","EfaB_MINUS_22450.g1935","HECT"
"IPR000569","EfaB_PLUS_2387.g282","HECT"
"IPR000569","EfaB_MINUS_20437.g1843","HECT"
"IPR000569","EfaB_PLUS_1463.g187","HECT"
"IPR000569","EfaB_PLUS_1068.g140","HECT"
"IPR000569","EfaB_PLUS_1101.g152","HECT"
"IPR000569","EfaB_PLUS_26415.g2148","HECT"
"IPR000569","EfaB_PLUS_11414.g1004","HECT"
"IPR000571","EfaB_MINUS_42996.g2707","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_13441.g1216","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_11030.g956","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_58361.g2873","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_56725.g2844","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_14881.g1236","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_13227.g1164","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_3881.g382","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_21981.g1890","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_31151.g2276","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_19222.g1611","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_43533.g2729","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_2387.g285","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_40637.g2677","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_17195.g1499","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_800.g72","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_56725.g2983","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_15724.g1358","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_7048.g653","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_2387.g300","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_26415.g2152","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_5086.g458","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_12534.g1104","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_42416.g2585","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_24501.g2009","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_37748.g2593","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_7048.g667","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_15745.g1429","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_7048.g701","Zinc finger, CCCH-type"
"IPR000571","EfaB_PLUS_7048.g686","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_15648.g1391","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_15648.g1363","Zinc finger, CCCH-type"
"IPR000571","EfaB_MINUS_1068.g144","Zinc finger, CCCH-type"
"IPR000573","EfaB_MINUS_2387.g287","Aconitase A/isopropylmalate dehydratase small subunit, swivel"
"IPR000573","EfaB_MINUS_7048.g695","Aconitase A/isopropylmalate dehydratase small subunit, swivel"
"IPR000582","EfaB_PLUS_6743.g628","Acyl-CoA-binding protein, ACBP"
"IPR000583","EfaB_PLUS_1425.g172","Class II glutamine amidotransferase domain"
"IPR000587","EfaB_MINUS_902.g105","Creatinase"
"IPR000589","EfaB_MINUS_1068.g160","Ribosomal protein S15"
"IPR000589","EfaB_PLUS_12616.g1082","Ribosomal protein S15"
"IPR000589","EfaB_MINUS_28105.g2306","Ribosomal protein S15"
"IPR000592","EfaB_PLUS_23272.g1959","Ribosomal protein S27e"
"IPR000594","EfaB_PLUS_12281.g1051","UBA/THIF-type NAD/FAD binding fold"
"IPR000594","EfaB_MINUS_24701.g2106","UBA/THIF-type NAD/FAD binding fold"
"IPR000594","EfaB_PLUS_1425.g174","UBA/THIF-type NAD/FAD binding fold"
"IPR000594","EfaB_PLUS_20437.g1759","UBA/THIF-type NAD/FAD binding fold"
"IPR000594","EfaB_MINUS_16742.g1478","UBA/THIF-type NAD/FAD binding fold"
"IPR000594","EfaB_PLUS_24701.g2013","UBA/THIF-type NAD/FAD binding fold"
"IPR000594","EfaB_PLUS_5670.g491","UBA/THIF-type NAD/FAD binding fold"
"IPR000594","EfaB_PLUS_17907.g1548","UBA/THIF-type NAD/FAD binding fold"
"IPR000595","EfaB_PLUS_58361.g2880","Cyclic nucleotide-binding domain"
"IPR000595","EfaB_MINUS_26831.g2258","Cyclic nucleotide-binding domain"
"IPR000595","EfaB_MINUS_13222.g1126","Cyclic nucleotide-binding domain"
"IPR000595","EfaB_MINUS_43533.g2737","Cyclic nucleotide-binding domain"
"IPR000595","EfaB_PLUS_17907.g1559","Cyclic nucleotide-binding domain"
"IPR000595","EfaB_MINUS_38801.g2634","Cyclic nucleotide-binding domain"
"IPR000595","EfaB_MINUS_6743.g609","Cyclic nucleotide-binding domain"
"IPR000595","EfaB_PLUS_26415.g2143","Cyclic nucleotide-binding domain"
"IPR000595","EfaB_PLUS_12616.g1086","Cyclic nucleotide-binding domain"
"IPR000597","EfaB_MINUS_14978.g1271","Ribosomal protein L3"
"IPR000597","EfaB_MINUS_11030.g955","Ribosomal protein L3"
"IPR000608","EfaB_MINUS_3973.g392","Ubiquitin-conjugating enzyme, E2"
"IPR000608","EfaB_PLUS_5727.g505","Ubiquitin-conjugating enzyme, E2"
"IPR000608","EfaB_PLUS_13398.g1172","Ubiquitin-conjugating enzyme, E2"
"IPR000608","EfaB_PLUS_20371.g1678","Ubiquitin-conjugating enzyme, E2"
"IPR000608","EfaB_MINUS_1068.g161","Ubiquitin-conjugating enzyme, E2"
"IPR000608","EfaB_PLUS_5792.g541","Ubiquitin-conjugating enzyme, E2"
"IPR000608","EfaB_PLUS_6253.g592","Ubiquitin-conjugating enzyme, E2"
"IPR000608","EfaB_PLUS_8664.g838","Ubiquitin-conjugating enzyme, E2"
"IPR000608","EfaB_MINUS_19717.g1700","Ubiquitin-conjugating enzyme, E2"
"IPR000608","EfaB_MINUS_12534.g1101","Ubiquitin-conjugating enzyme, E2"
"IPR000608","EfaB_PLUS_25458.g2099","Ubiquitin-conjugating enzyme, E2"
"IPR000608","EfaB_MINUS_25458.g2193","Ubiquitin-conjugating enzyme, E2"
"IPR000620","EfaB_PLUS_8664.g839","Drug/metabolite transporter"
"IPR000620","EfaB_MINUS_7048.g667","Drug/metabolite transporter"
"IPR000626","EfaB_PLUS_20371.g1642","Ubiquitin"
"IPR000626","EfaB_MINUS_3469.g356","Ubiquitin"
"IPR000626","EfaB_PLUS_32574.g2374","Ubiquitin"
"IPR000626","EfaB_PLUS_13398.g1170","Ubiquitin"
"IPR000626","EfaB_MINUS_24117.g2091","Ubiquitin"
"IPR000626","EfaB_MINUS_1001.g113","Ubiquitin"
"IPR000626","EfaB_MINUS_11882.g1050","Ubiquitin"
"IPR000626","EfaB_MINUS_28918.g2339","Ubiquitin"
"IPR000626","EfaB_PLUS_56725.g2838","Ubiquitin"
"IPR000626","EfaB_PLUS_13227.g1132","Ubiquitin"
"IPR000626","EfaB_PLUS_7048.g659","Ubiquitin"
"IPR000626","EfaB_MINUS_15576.g1347","Ubiquitin"
"IPR000629","EfaB_PLUS_14978.g1235","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_PLUS_8675.g857","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_PLUS_12534.g1080","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_MINUS_33854.g2516","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_MINUS_12534.g1103","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_PLUS_13227.g1141","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_MINUS_42996.g2709","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_PLUS_2336.g256","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_MINUS_7742.g783","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_MINUS_12420.g1098","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_MINUS_22450.g1925","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_MINUS_7715.g725","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_PLUS_21840.g1799","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_PLUS_6253.g590","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_PLUS_1425.g168","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_MINUS_20371.g1750","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_MINUS_22732.g1964","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_PLUS_4114.g416","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_PLUS_5792.g566","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_PLUS_15576.g1285","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000629","EfaB_MINUS_7742.g759","RNA helicase, ATP-dependent, DEAD-box, conserved site"
"IPR000630","EfaB_MINUS_1974.g215","Ribosomal protein S8"
"IPR000630","EfaB_MINUS_13222.g1142","Ribosomal protein S8"
"IPR000631","EfaB_PLUS_25190.g2070","Uncharacterised domain, carbohydrate kinase-related"
"IPR000639","EfaB_PLUS_23143.g1917","Epoxide hydrolase-like"
"IPR000640","EfaB_PLUS_11233.g967","Translation elongation factor EFG/EF2, C-terminal"
"IPR000640","EfaB_PLUS_13227.g1159","Translation elongation factor EFG/EF2, C-terminal"
"IPR000640","EfaB_MINUS_18869.g1679","Translation elongation factor EFG/EF2, C-terminal"
"IPR000640","EfaB_PLUS_4849.g449","Translation elongation factor EFG/EF2, C-terminal"
"IPR000640","EfaB_PLUS_13222.g1117","Translation elongation factor EFG/EF2, C-terminal"
"IPR000640","EfaB_MINUS_33184.g2486","Translation elongation factor EFG/EF2, C-terminal"
"IPR000640","EfaB_MINUS_15697.g1402","Translation elongation factor EFG/EF2, C-terminal"
"IPR000640","EfaB_PLUS_228.g28","Translation elongation factor EFG/EF2, C-terminal"
"IPR000642","EfaB_MINUS_43533.g2773","Peptidase M41"
"IPR000642","EfaB_PLUS_13227.g1141","Peptidase M41"
"IPR000642","EfaB_MINUS_39892.g2641","Peptidase M41"
"IPR000644","EfaB_MINUS_50714.g2846","Cystathionine beta-synthase, core"
"IPR000644","EfaB_PLUS_24117.g1986","Cystathionine beta-synthase, core"
"IPR000644","EfaB_MINUS_21549.g1855","Cystathionine beta-synthase, core"
"IPR000648","EfaB_PLUS_12534.g1071","Oxysterol-binding protein"
"IPR000649","EfaB_PLUS_3833.g383","Initiation factor 2B-related"
"IPR000649","EfaB_MINUS_7048.g660","Initiation factor 2B-related"
"IPR000649","EfaB_MINUS_15899.g1459","Initiation factor 2B-related"
"IPR000652","EfaB_MINUS_18749.g1666","Triosephosphate isomerase"
"IPR000653","EfaB_PLUS_26136.g2135","DegT/DnrJ/EryC1/StrS aminotransferase"
"IPR000668","EfaB_MINUS_15745.g1417","Peptidase C1A, papain C-terminal"
"IPR000668","EfaB_PLUS_3469.g350","Peptidase C1A, papain C-terminal"
"IPR000668","EfaB_PLUS_4849.g446","Peptidase C1A, papain C-terminal"
"IPR000668","EfaB_PLUS_16835.g1434","Peptidase C1A, papain C-terminal"
"IPR000668","EfaB_MINUS_7742.g791","Peptidase C1A, papain C-terminal"
"IPR000679","EfaB_MINUS_7752.g816","Zinc finger, GATA-type"
"IPR000682","EfaB_PLUS_6743.g625","Protein-L-isoaspartate(D-aspartate) O-methyltransferase"
"IPR000683","EfaB_MINUS_13222.g1135","Oxidoreductase, N-terminal"
"IPR000684","EfaB_PLUS_37942.g2520","RNA polymerase II, heptapeptide repeat, eukaryotic"
"IPR000687","EfaB_PLUS_31498.g2302","RIO kinase"
"IPR000687","EfaB_MINUS_50054.g2834","RIO kinase"
"IPR000690","EfaB_PLUS_8675.g855","Zinc finger, C2H2-type matrin"
"IPR000690","EfaB_MINUS_13398.g1206","Zinc finger, C2H2-type matrin"
"IPR000690","EfaB_MINUS_13227.g1170","Zinc finger, C2H2-type matrin"
"IPR000692","EfaB_MINUS_7048.g663","Fibrillarin"
"IPR000695","EfaB_MINUS_40565.g2659","ATPase, P-type, H+ transporting proton pump"
"IPR000702","EfaB_PLUS_2387.g279","Ribosomal protein L6"
"IPR000704","EfaB_PLUS_23210.g1937","Casein kinase II, regulatory subunit"
"IPR000704","EfaB_MINUS_15576.g1325","Casein kinase II, regulatory subunit"
"IPR000705","EfaB_MINUS_12324.g1087","Galactokinase"
"IPR000711","EfaB_MINUS_2387.g291","ATPase, F1 complex, OSCP/delta subunit"
"IPR000715","EfaB_MINUS_3469.g359","Glycosyl transferase, family 4"
"IPR000717","EfaB_PLUS_5792.g562","Proteasome component (PCI) domain"
"IPR000717","EfaB_PLUS_21981.g1802","Proteasome component (PCI) domain"
"IPR000717","EfaB_MINUS_22450.g1913","Proteasome component (PCI) domain"
"IPR000717","EfaB_PLUS_23272.g1953","Proteasome component (PCI) domain"
"IPR000717","EfaB_PLUS_17195.g1496","Proteasome component (PCI) domain"
"IPR000717","EfaB_MINUS_37748.g2592","Proteasome component (PCI) domain"
"IPR000717","EfaB_PLUS_11233.g968","Proteasome component (PCI) domain"
"IPR000717","EfaB_MINUS_33184.g2495","Proteasome component (PCI) domain"
"IPR000717","EfaB_PLUS_13222.g1106","Proteasome component (PCI) domain"
"IPR000717","EfaB_PLUS_56725.g2841","Proteasome component (PCI) domain"
"IPR000719","EfaB_MINUS_18587.g1661","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_5519.g483","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_720.g57","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_25190.g2155","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_49504.g2820","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_4360.g429","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_7048.g631","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_32574.g2373","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_20371.g1680","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_17195.g1546","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_25177.g2064","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_27413.g2286","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_15576.g1327","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_25190.g2076","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_6929.g645","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_25398.g2080","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_8664.g829","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_23210.g1943","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_7742.g764","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_2387.g276","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_15899.g1394","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_43533.g2779","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_15765.g1442","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_20371.g1787","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_11414.g1018","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_28261.g2332","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_17096.g1521","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_49504.g2707","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_20412.g1698","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_16916.g1507","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_8664.g839","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_17096.g1512","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_56725.g2810","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_42996.g2710","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_1307.g160","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_56725.g2793","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_2336.g262","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_8664.g850","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_3833.g375","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_228.g29","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_7742.g778","Protein kinase, catalytic domain"
"IPR000719","EfaB_MINUS_22284.g1900","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_15745.g1365","Protein kinase, catalytic domain"
"IPR000719","EfaB_PLUS_40637.g2577","Protein kinase, catalytic domain"
