Mouse Gene Identifier,Mouse Gene Product Description,Plasmodium Gene Indentifier,Plasmodium Gene Product Description,Interaction Type
ENSMUSG00000001674,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 [Source:MGI Symbol;Acc:MGI:1914192],PBANKA_123140,sporozoite surface antigen MB2,CSS
ENSMUSG00000005045,chromodomain helicase DNA binding protein 5 [Source:MGI Symbol;Acc:MGI:3036258],PBANKA_123140,sporozoite surface antigen MB2,CSS
ENSMUSG00000020752,RecQ protein-like 5 [Source:MGI Symbol;Acc:MGI:2156841],PBANKA_123140,sporozoite surface antigen MB2,CSS
ENSMUSG00000021494,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41 [Source:MGI Symbol;Acc:MGI:1920185],PBANKA_123140,sporozoite surface antigen MB2,CSS
ENSMUSG00000033762,RecQ protein-like 4 [Source:MGI Symbol;Acc:MGI:1931028],PBANKA_123140,sporozoite surface antigen MB2,CSS
ENSMUSG00000042426,DEAH (Asp-Glu-Ala-His) box polypeptide 29 [Source:MGI Symbol;Acc:MGI:2145374],PBANKA_123140,sporozoite surface antigen MB2,CSS
ENSMUSG00000055884,"Fanconi anemia, complementation group M [Source:MGI Symbol;Acc:MGI:2442306]",PBANKA_123140,sporozoite surface antigen MB2,CSS
ENSMUSG00000014355,anaphase promoting complex subunit 1 [Source:MGI Symbol;Acc:MGI:103097],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000019428,FK506 binding protein 8 [Source:MGI Symbol;Acc:MGI:1341070],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000019916,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:97463]",PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000022136,"DnaJ (Hsp40) homolog, subfamily C, member 3 [Source:MGI Symbol;Acc:MGI:107373]",PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000022752,translocase of outer mitochondrial membrane 70 homolog A (yeast) [Source:MGI Symbol;Acc:MGI:106295],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000026229,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:MGI Symbol;Acc:MGI:1917497]",PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000027194,tetratricopeptide repeat domain 17 [Source:MGI Symbol;Acc:MGI:1921819],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000027677,tetratricopeptide repeat domain 14 [Source:MGI Symbol;Acc:MGI:1914370],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000028555,tetratricopeptide repeat domain 39A [Source:MGI Symbol;Acc:MGI:2444350],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000030306,transmembrane and tetratricopeptide repeat containing 1 [Source:MGI Symbol;Acc:MGI:3039590],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000036019,transmembrane and tetratricopeptide repeat containing 2 [Source:MGI Symbol;Acc:MGI:1914057],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000036676,transmembrane and tetratricopeptide repeat containing 3 [Source:MGI Symbol;Acc:MGI:3036255],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000037300,tetratricopeptide repeat domain 13 [Source:MGI Symbol;Acc:MGI:2384573],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000037369,4lysine (K)-specific demethylase 6A [Source:MGI Symbol;Acc:MGI:1095419],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000038168,leprecan-like 1 [Source:MGI Symbol;Acc:MGI:2146663],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000040785,tetratricopeptide repeat domain 3 [Source:MGI Symbol;Acc:MGI:1276539],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000041594,transmembrane and tetratricopeptide repeat containing 4 [Source:MGI Symbol;Acc:MGI:1921050],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000051048,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III [Source:MGI Symbol;Acc:MGI:2444049]",PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000053334,FIC domain containing [Source:MGI Symbol;Acc:MGI:1098550],PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000053580,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:MGI Symbol;Acc:MGI:2444121]",PBANKA_124280,"eukaryotic translation initiation factor 3, subunit 6, putative",CSS
ENSMUSG00000060376,"branched chain ketoacid dehydrogenase E1, alpha polypeptide [Source:MGI Symbol;Acc:MGI:107701]",PBANKA_131010,"pyruvate dehydrogenase E1 beta subunit, putative",CSS
ENSMUSG00000045948,mitochondrial ribosomal protein S12 [Source:MGI Symbol;Acc:MGI:1346333],PBANKA_132460,"apicoplast ribosomal protein S10 precursor, putative",CSS
ENSMUSG00000062365,predicted gene 4968 [Source:MGI Symbol;Acc:MGI:3647516],PBANKA_132460,"apicoplast ribosomal protein S10 precursor, putative",CSS
ENSMUSG00000067351,predicted gene 5623 [Source:MGI Symbol;Acc:MGI:3643316],PBANKA_132460,"apicoplast ribosomal protein S10 precursor, putative",CSS
ENSMUSG00000049553,polymerase (RNA) I polypeptide A [Source:MGI Symbol;Acc:MGI:1096397],PBANKA_133590,"DNA-directed RNA polymerase, alpha subunit, putative",CSS
ENSMUSG00000013662,"ATPase family, AAA domain containing 1 [Source:MGI Symbol;Acc:MGI:1915229]",PBANKA_134070,"conserved Plasmodium protein, unknwon function",CSS
ENSMUSG00000014355,anaphase promoting complex subunit 1 [Source:MGI Symbol;Acc:MGI:103097],PBANKA_134070,"conserved Plasmodium protein, unknwon function",CSS
ENSMUSG00000024068,spastin [Source:MGI Symbol;Acc:MGI:1858896],PBANKA_134070,"conserved Plasmodium protein, unknwon function",CSS
ENSMUSG00000024527,AFG3(ATPase family gene 3)-like 2 (yeast) [Source:MGI Symbol;Acc:MGI:1916847],PBANKA_134070,"conserved Plasmodium protein, unknwon function",CSS
ENSMUSG00000026229,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:MGI Symbol;Acc:MGI:1917497]",PBANKA_134070,"conserved Plasmodium protein, unknwon function",CSS
ENSMUSG00000026775,YME1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1351651],PBANKA_134070,"conserved Plasmodium protein, unknwon function",CSS
ENSMUSG00000031967,AFG3(ATPase family gene 3)-like 1 (yeast) [Source:MGI Symbol;Acc:MGI:1928277],PBANKA_134070,"conserved Plasmodium protein, unknwon function",CSS
ENSMUSG00000039067,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 [Source:MGI Symbol;Acc:MGI:1351511]",PBANKA_134070,"conserved Plasmodium protein, unknwon function",CSS
ENSMUSG00000060376,"branched chain ketoacid dehydrogenase E1, alpha polypeptide [Source:MGI Symbol;Acc:MGI:107701]",PBANKA_135100,"1-deoxy-D-xylulose 5-phosphate synthase, putative",CSS
ENSMUSG00000005980,deoxyribonuclease I [Source:MGI Symbol;Acc:MGI:103157],PBANKA_140260,"DNA ligase I, putative",CSS
ENSMUSG00000019088,deoxyribonuclease 1-like 1 [Source:MGI Symbol;Acc:MGI:109628],PBANKA_140260,"DNA ligase I, putative",CSS
ENSMUSG00000019822,"sphingomyelin phosphodiesterase 2, neutral [Source:MGI Symbol;Acc:MGI:1278330]",PBANKA_140260,"DNA ligase I, putative",CSS
ENSMUSG00000025279,deoxyribonuclease 1-like 3 [Source:MGI Symbol;Acc:MGI:1314633],PBANKA_140260,"DNA ligase I, putative",CSS
ENSMUSG00000025477,inositol polyphosphate-5-phosphatase A [Source:MGI Symbol;Acc:MGI:2686961],PBANKA_140260,"DNA ligase I, putative",CSS
ENSMUSG00000031906,"sphingomyelin phosphodiesterase 3, neutral [Source:MGI Symbol;Acc:MGI:1927578]",PBANKA_140260,"DNA ligase I, putative",CSS
ENSMUSG00000049553,polymerase (RNA) I polypeptide A [Source:MGI Symbol;Acc:MGI:1096397],PBANKA_140610,"DNA-directed RNA polymerase alpha chain, putative",CSS
ENSMUSG00000029208,GUF1 GTPase homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2140726],PBANKA_141180,"DEAD box helicase, putative",CSS
ENSMUSG00000042535,GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:109443],PBANKA_141180,"DEAD box helicase, putative",CSS
ENSMUSG00000013662,"ATPase family, AAA domain containing 1 [Source:MGI Symbol;Acc:MGI:1915229]",PBANKA_142840,"conserved Plasmodium protein, unknown function",CSS
ENSMUSG00000014355,anaphase promoting complex subunit 1 [Source:MGI Symbol;Acc:MGI:103097],PBANKA_142840,"conserved Plasmodium protein, unknown function",CSS
ENSMUSG00000024068,spastin [Source:MGI Symbol;Acc:MGI:1858896],PBANKA_142840,"conserved Plasmodium protein, unknown function",CSS
ENSMUSG00000024527,AFG3(ATPase family gene 3)-like 2 (yeast) [Source:MGI Symbol;Acc:MGI:1916847],PBANKA_142840,"conserved Plasmodium protein, unknown function",CSS
ENSMUSG00000026229,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:MGI Symbol;Acc:MGI:1917497]",PBANKA_142840,"conserved Plasmodium protein, unknown function",CSS
ENSMUSG00000026775,YME1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1351651],PBANKA_142840,"conserved Plasmodium protein, unknown function",CSS
ENSMUSG00000031967,AFG3(ATPase family gene 3)-like 1 (yeast) [Source:MGI Symbol;Acc:MGI:1928277],PBANKA_142840,"conserved Plasmodium protein, unknown function",CSS
ENSMUSG00000039067,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 [Source:MGI Symbol;Acc:MGI:1351511]",PBANKA_142840,"conserved Plasmodium protein, unknown function",CSS
ENSMUSG00000014355,anaphase promoting complex subunit 1 [Source:MGI Symbol;Acc:MGI:103097],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000019428,FK506 binding protein 8 [Source:MGI Symbol;Acc:MGI:1341070],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000019916,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:97463]",PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000022136,"DnaJ (Hsp40) homolog, subfamily C, member 3 [Source:MGI Symbol;Acc:MGI:107373]",PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000022752,translocase of outer mitochondrial membrane 70 homolog A (yeast) [Source:MGI Symbol;Acc:MGI:106295],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000026229,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:MGI Symbol;Acc:MGI:1917497]",PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000027194,tetratricopeptide repeat domain 17 [Source:MGI Symbol;Acc:MGI:1921819],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000027677,tetratricopeptide repeat domain 14 [Source:MGI Symbol;Acc:MGI:1914370],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000028555,tetratricopeptide repeat domain 39A [Source:MGI Symbol;Acc:MGI:2444350],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000030306,transmembrane and tetratricopeptide repeat containing 1 [Source:MGI Symbol;Acc:MGI:3039590],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000036019,transmembrane and tetratricopeptide repeat containing 2 [Source:MGI Symbol;Acc:MGI:1914057],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000036676,transmembrane and tetratricopeptide repeat containing 3 [Source:MGI Symbol;Acc:MGI:3036255],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000037300,tetratricopeptide repeat domain 13 [Source:MGI Symbol;Acc:MGI:2384573],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000037369,4lysine (K)-specific demethylase 6A [Source:MGI Symbol;Acc:MGI:1095419],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000038168,leprecan-like 1 [Source:MGI Symbol;Acc:MGI:2146663],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000040785,tetratricopeptide repeat domain 3 [Source:MGI Symbol;Acc:MGI:1276539],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000041594,transmembrane and tetratricopeptide repeat containing 4 [Source:MGI Symbol;Acc:MGI:1921050],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000051048,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III [Source:MGI Symbol;Acc:MGI:2444049]",PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000053334,FIC domain containing [Source:MGI Symbol;Acc:MGI:1098550],PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000053580,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:MGI Symbol;Acc:MGI:2444121]",PBANKA_145410,"cell division protein FtsH, putative",CSS
ENSMUSG00000025982,"splicing factor 3b, subunit 1 [Source:MGI Symbol;Acc:MGI:1932339]",PBANKA_145760,"conserved Plasmodium protein, unknown function",CSS
ENSMUSG00000075145,olfactory receptor 1155 [Source:MGI Symbol;Acc:MGI:3030989],PBANKA_000240,BIR protein,ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_010080,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_010170,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_010170,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_010230,"cation/H+ antiporter, putative",ISIGEM
ENSMUSG00000027429,SEC23B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1350925],PBANKA_010340,"glyoxalase I, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_010390,"RNA-binding protein, putative",ISIGEM
ENSMUSG00000002379,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11 [Source:MGI Symbol;Acc:MGI:1917125],PBANKA_010440,"nucleoside diphosphate kinase, putative",ISIGEM
ENSMUSG00000028461,coiled-coil domain containing 107 [Source:MGI Symbol;Acc:MGI:1913423],PBANKA_010440,"nucleoside diphosphate kinase, putative",ISIGEM
ENSMUSG00000032583,MON1 homolog A (yeast) [Source:MGI Symbol;Acc:MGI:1920075],PBANKA_010440,"nucleoside diphosphate kinase, putative",ISIGEM
ENSMUSG00000032803,carnitine deficiency-associated gene expressed in ventricle 3 [Source:MGI Symbol;Acc:MGI:2448759],PBANKA_010440,"nucleoside diphosphate kinase, putative",ISIGEM
ENSMUSG00000057342,sphingosine kinase 2 [Source:MGI Symbol;Acc:MGI:1861380],PBANKA_010440,"nucleoside diphosphate kinase, putative",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_010500,"ubiquitin-conjugating enzyme e2, putative",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_010520,"polypyrimidine tract binding protein, putative",ISIGEM
ENSMUSG00000022475,histone deacetylase 7 [Source:MGI Symbol;Acc:MGI:1891835],PBANKA_010590,"uroporphyrinogen III decarboxylase, putative",ISIGEM
ENSMUSG00000045336,"heat shock transcription factor, Y linked 2 [Source:MGI Symbol;Acc:MGI:1918316]",PBANKA_010720,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000013083,RIKEN cDNA 2200002J24 gene [Source:MGI Symbol;Acc:MGI:1916397],PBANKA_010760,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000033379,"ATPase, H+ transporting, lysosomal V0 subunit B [Source:MGI Symbol;Acc:MGI:1890510]",PBANKA_010760,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000050471,"family with sequence similarity 118, member B [Source:MGI Symbol;Acc:MGI:1924483]",PBANKA_010830,"zinc finger protein, putative",ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_010830,"zinc finger protein, putative",ISIGEM
ENSMUSG00000025224,golgi-specific brefeldin A-resistance factor 1 [Source:MGI Symbol;Acc:MGI:1861607],PBANKA_010840,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_010920,"trancription factor, putative",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_010960,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000048826,"dapper homolog 2, antagonist of beta-catenin (xenopus) [Source:MGI Symbol;Acc:MGI:1920347]",PBANKA_011020,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000022956,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit [Source:MGI Symbol;Acc:MGI:106341]",PBANKA_011030,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000024773,ATG2 autophagy related 2 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916291],PBANKA_011110,6-cysteine protein,ISIGEM
ENSMUSG00000061195,olfactory receptor 1289 [Source:MGI Symbol;Acc:MGI:3031123],PBANKA_011110,6-cysteine protein,ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_011260,"Pb-fam protein, fragment",ISIGEM
ENSMUSG00000028042,zinc finger and BTB domain containing 7B [Source:MGI Symbol;Acc:MGI:102755],PBANKA_020090,"conserved rodent malaria protein, unknown function",ISIGEM
ENSMUSG00000029003,MAD2 mitotic arrest deficient-like 2 (yeast) [Source:MGI Symbol;Acc:MGI:1919140],PBANKA_020090,"conserved rodent malaria protein, unknown function",ISIGEM
ENSMUSG00000048047,zinc finger and BTB domain containing 33 [Source:MGI Symbol;Acc:MGI:1927290],PBANKA_020090,"conserved rodent malaria protein, unknown function",ISIGEM
ENSMUSG00000057534,predicted gene 15698 [Source:MGI Symbol;Acc:MGI:3651308],PBANKA_020170,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000022902,stefin A2 [Source:MGI Symbol;Acc:MGI:106197],PBANKA_020190,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_020410,"N-terminal acetyltransferase, putative",ISIGEM
ENSMUSG00000015337,endonuclease G [Source:MGI Symbol;Acc:MGI:1261433],PBANKA_020450,LCCL domain-containing protein,ISIGEM
ENSMUSG00000061195,olfactory receptor 1289 [Source:MGI Symbol;Acc:MGI:3031123],PBANKA_020460,"photosensitized INA-labeled protein 1, putative",ISIGEM
ENSMUSG00000027429,SEC23B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1350925],PBANKA_020470,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000022475,histone deacetylase 7 [Source:MGI Symbol;Acc:MGI:1891835],PBANKA_020500,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_020730,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000055319,Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915],PBANKA_020760,"asparagine-rich antigen, putative",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_020980,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000027353,minichromosome maintenance deficient 8 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913884],PBANKA_021010,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_021090,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000015961,"adenylosuccinate synthetase, non muscle [Source:MGI Symbol;Acc:MGI:87948]",PBANKA_021410,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000026035,peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475],PBANKA_021410,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_021440,"transcription factor with AP2 domain(s), putative",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_021470,"Plasmodium exported protein, unknown function",ISIGEM
