[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	[Previous ID(s)]	
TGME49_202410	-1.9	2.44	3.35	1895.t000420, 20.m03717, TGME49_002410, TgGLEAN_3661, TgGLEAN_3662, TgGlmHMM_0689, TgTigrScan_3217, TgTigrScan_3218, TgTwinScan_3690, TgTwinScan_3691, mrna.TGME49_002410A, tigr:cds.TGME49_002410A	
TGME49_202420	-1.1	2.18	2.35	1895.t000419, 20.m03718, TGME49_002420, TgGLEAN_3660, TgGlmHMM_0689, TgTigrScan_3219, TgTwinScan_3692, mrna.TGME49_002420A, tigr:cds.TGME49_002420A	
TGME49_202430	-3.2	1.68	3.36	1895.t000418, 20.m03719, TGME49_002430, TgGLEAN_3765, TgTigrScan_3220, TgTwinScan_3693, mrna.TGME49_002430A, tigr:cds.TGME49_002430A	
TGME49_202440	-1.3	3.48	3.9	1895.t000417, 20.m05958, TGME49_002440, TgGLEAN_3659, TgGlmHMM_0689, TgTigrScan_3221, TgTwinScan_3694, mrna.TGME49_002440A, tigr:cds.TGME49_002440A	
TGME49_202445	1.1	0.52	0.44	1895.t000416, TGME49_002445	
TGME49_202450	-1.2	4.11	4.4	1895.t000415, 20.m05894, TGME49_002450, TgGLEAN_3767, TgTigrScan_3223, TgTwinScan_3695, mrna.TGME49_002450A, tigr:cds.TGME49_002450A	
TGME49_202460	-1.2	3.91	4.13	1895.t000414, 20.m03720, TGME49_002460, TgGLEAN_3767, TgGlmHMM_0690, TgTigrScan_3223, TgTwinScan_3696, TgTwinScan_3697, mrna.TGME49_002460A, tigr:cds.TGME49_002460A	
TGME49_202470	-1.4	3.2	3.72	1895.t000413, 20.m03721, TGME49_002470, TgGLEAN_3658, TgGlmHMM_0691, TgTigrScan_3224, TgTwinScan_3698, mrna.TGME49_002470A, tigr:cds.TGME49_002470A	
TGME49_202480	-1.5	3.32	3.88	1895.t000412, 20.m05959, TGME49_002480, TgGLEAN_3657, TgGlmHMM_0691, TgTigrScan_3224, TgTwinScan_3699, mrna.TGME49_002480A, tigr:cds.TGME49_002480A	
TGME49_202490	-1.7	1.95	2.75	1895.t000411, 20.m03722, TGME49_002490, TgGLEAN_3768, TgGLEAN_3769, TgGLEAN_3770, TgGlmHMM_0692, TgTigrScan_3225, TgTigrScan_3226, TgTigrScan_3227, TgTwinScan_3700, mrna.TGME49_002490A, tigr:cds.TGME49_002490A	
TGME49_202500	1.1	7.03	6.96	1895.t000410, 20.m00003, TGME49_002500, TgGLEAN_3771, TgGlmHMM_0692, TgTigrScan_3228, TgTwinScan_3701, mrna.TGME49_002500A, tigr:cds.TGME49_002500A	
TGME49_202510	1.1	6.98	6.87	1895.t000409, 20.m03724, TGME49_002510, TgGLEAN_3772, TgGlmHMM_0692, TgTigrScan_4649, TgTwinScan_3702, mrna.TGME49_002510A, tigr:cds.TGME49_002510A	
TGME49_202520	-1.6	2.99	3.68	1895.t000408, 20.m03725, TGME49_002520, TgGLEAN_3656, TgGlmHMM_0693, TgTigrScan_4650, TgTwinScan_3703, mrna.TGME49_002520A, tigr:cds.TGME49_002520A	
TGME49_202530	-1.2	5.61	5.92	1895.t000407, 20.m03726, TGME49_002530, TgGLEAN_3773, TgGlmHMM_0694, TgTigrScan_4652, TgTwinScan_3704, mrna.TGME49_002530A, tigr:cds.TGME49_002530A	
TGME49_202540	-1.3	2.97	3.34	1895.t000406, 20.m03727, TGME49_002540, TgGLEAN_3774, TgGlmHMM_0694, TgTigrScan_4652, TgTwinScan_3705, mrna.TGME49_002540A, tigr:cds.TGME49_002540A	
TGME49_202550	-1.2	2.37	2.65	1895.t000405, 20.m03728, TGME49_002550, TgGLEAN_3655, TgGlmHMM_0695, TgTigrScan_4653, TgTigrScan_4654, TgTwinScan_3706, mrna.TGME49_002550A, tigr:cds.TGME49_002550A	
TGME49_202568	-1.6	4.57	5.22	1895.t000404, TGME49_002570, TgGLEAN_3775, TgGlmHMM_0696, TgTigrScan_4655, TgTwinScan_3707, TgTwinScan_3708, TgTwinScan_3709, mrna.TGME49_002570A, tigr:cds.TGME49_002570A	
TGME49_202572	-1.5	4.02	4.64	1895.t000403, 20.m03729, TGME49_002570, TgGLEAN_3775, TgGlmHMM_0696, TgTigrScan_4655, TgTwinScan_3707, TgTwinScan_3708, TgTwinScan_3709	
TGME49_202580	-1.3	4.78	5.21	1895.t000402, 20.m03730, TGME49_002580, TgGLEAN_3654, TgGlmHMM_0697, TgTigrScan_4656, TgTwinScan_3711, mrna.TGME49_002580A, tigr:cds.TGME49_002580A	
TGME49_202590	-1.4	3.24	3.73	1895.t000401, 20.m03731, TGME49_002590, TgGLEAN_3653, TgGlmHMM_0697, TgTigrScan_4657, TgTwinScan_3712, mrna.TGME49_002590A, tigr:cds.TGME49_002590A	
TGME49_202600	-1	0	0.01	1895.t000400, 20.m07359, TGME49_002600, TgGLEAN_3777, TgGlmHMM_0698, mrna.TGME49_002600A, tigr:cds.TGME49_002600A	
TGME49_202610	-1.2	3.91	4.2	1895.t000399, 20.m00347, TGME49_002610, TgGLEAN_3652, TgGlmHMM_0699, TgTigrScan_4657, TgTwinScan_3713, mrna.TGME49_002610A, tigr:cds.TGME49_002610A	
TGME49_202620	-1.2	0.59	0.83	1895.t000398, 20.m03733, TGME49_002620, TgGLEAN_3778, TgTigrScan_4659, mrna.TGME49_002620A, tigr:cds.TGME49_002620A	
TGME49_202630	-1.5	4.77	5.35	1895.t000397, 20.m00332, TGME49_002630, TgGLEAN_3779, TgGlmHMM_0700, TgTigrScan_4660, TgTwinScan_3714, mrna.TGME49_002630A, tigr:cds.TGME49_002630A	
TGME49_202640	-1.4	1.71	2.16	1895.t000396, 20.m03736, TGME49_002640, TgGLEAN_3651, TgGlmHMM_0701, TgTigrScan_4661, TgTigrScan_4662, TgTwinScan_3715, mrna.TGME49_002640A, tigr:cds.TGME49_002640A	
TGME49_202650	-1.5	2.37	2.98	1895.t000394, 20.m05994, TGME49_002650, TgGLEAN_3650, TgGlmHMM_0701, TgTigrScan_4662, TgTwinScan_3716, TgTwinScan_3717, mrna.TGME49_002650A, tigr:cds.TGME49_002650A	
TGME49_202680	-1.1	7.27	7.4	1895.t000393, 20.m00004, TGME49_002680, TgGLEAN_3780, TgGlmHMM_0702, TgTigrScan_4663, TgTwinScan_3719, mrna.TGME49_002680A, tigr:cds.TGME49_002680A	
TGME49_202690	-1.1	4.27	4.45	1895.t000392, 20.m03740, TGME49_002690, TgGLEAN_3648, TgGlmHMM_0703, TgTigrScan_4172, TgTwinScan_3720, mrna.TGME49_002690A, tigr:cds.TGME49_002690A	
TGME49_202700	-1.4	2.24	2.76	1895.t000391, 20.m05954, TGME49_002700, TgGLEAN_3782, TgTigrScan_4174, mrna.TGME49_002700A, tigr:cds.TGME49_002700A	
TGME49_202720	1.8	3.28	2.4	1895.t000390, 20.m03741, TGME49_002720, TgGLEAN_3782, TgGlmHMM_0704, TgTigrScan_4175, TgTwinScan_3722, mrna.TGME49_002720A, tigr:cds.TGME49_002720A	
TGME49_202730	-1.3	2.3	2.63	1895.t000389, 20.m03742, TGME49_002730, TgGLEAN_3647, TgGlmHMM_0705, TgTigrScan_4176, TgTwinScan_3724, mrna.TGME49_002730A, tigr:cds.TGME49_002730A	
TGME49_202735	-1.1	0	0.12	1895.t000388, TGME49_002735	
TGME49_202740	-1.2	2.54	2.82	1895.t000387, 20.m03743, TGME49_002740, TgGLEAN_3783, TgGlmHMM_0706, TgTigrScan_4177, TgTigrScan_4178, TgTwinScan_3725, mrna.TGME49_002740A, tigr:cds.TGME49_002740A	
TGME49_202750	-1.4	3.18	3.69	1895.t000386, 20.m05960, TGME49_002750, TgGLEAN_3646, TgGlmHMM_0707, TgTigrScan_4179, TgTwinScan_3726, mrna.TGME49_002750A, tigr:cds.TGME49_002750A	
TGME49_202760	-1.1	4.48	4.68	1895.t000385, 20.m03744, TGME49_002760, TgGLEAN_3784, TgGlmHMM_0708, TgTwinScan_3727, mrna.TGME49_002760A, tigr:cds.TGME49_002760A	
TGME49_202770	-1.3	5.44	5.79	1895.t000384, 20.m03745, TGME49_002770, TgGLEAN_3645, TgGlmHMM_0709, TgTigrScan_4179, TgTwinScan_3728, mrna.TGME49_002770A, tigr:cds.TGME49_002770A	
TGME49_202780	-1.5	4.12	4.73	1895.t000383, 20.m05875, TGME49_002780, TgGLEAN_3785, TgGlmHMM_0710, TgTigrScan_4180, TgTwinScan_3729, mrna.TGME49_002780A, tigr:cds.TGME49_002780A	
TGME49_202790	-1.3	3.89	4.21	1895.t000382, 20.m03746, TGME49_002790, TgGLEAN_3786, TgGlmHMM_0710, TgTigrScan_4180, TgTwinScan_3730, mrna.TGME49_002790A, tigr:cds.TGME49_002790A	
TGME49_202800	-1.5	3.48	4.04	1895.t000381, 20.m03979, TGME49_002800, TgGLEAN_3787, TgGlmHMM_0710, TgTigrScan_4180, TgTwinScan_3731, mrna.TGME49_002800A, tigr:cds.TGME49_002800A	
TGME49_202810	-1.4	4.15	4.67	1895.t000380, 20.m05961, TGME49_002810, TgGLEAN_3644, TgGlmHMM_0711, TgTigrScan_4181, TgTwinScan_3732, mrna.TGME49_002810A, tigr:cds.TGME49_002810A	
TGME49_202820	-1.4	4.65	5.18	1895.t000379, 20.m03747, TGME49_002820, TgGLEAN_3643, TgGlmHMM_0711, TgTigrScan_4181, TgTwinScan_3733, mrna.TGME49_002820A, tigr:cds.TGME49_002820A	
TGME49_202830	-1.2	0.38	0.68	1895.t000378, 20.m03748, TGME49_002830, TgGLEAN_3788, TgGlmHMM_0712, TgTigrScan_4182, TgTwinScan_3734, mrna.TGME49_002830A, tigr:cds.TGME49_002830A	
TGME49_202840	-1.5	4.76	5.36	1895.t000376, 20.m03749, TGME49_002840, TgGLEAN_3789, TgGlmHMM_0712, TgTigrScan_4184, TgTigrScan_4185, TgTwinScan_3736, mrna.TGME49_002840A, tigr:cds.TGME49_002840A	
TGME49_202850	-1.6	1.37	2.04	1895.t000375, 20.m03750, TGME49_002850, TgGLEAN_3639, TgGLEAN_3640, TgGLEAN_3641, TgGlmHMM_0713, TgTigrScan_4186, TgTigrScan_4187, TgTwinScan_3737, TgTwinScan_3738, mrna.TGME49_002850A, tigr:cds.TGME49_002850A	
TGME49_202860	-1.5	4.53	5.07	1895.t000587, 20.m07349, TGME49_002860, TgGlmHMM_0713, TgTigrScan_4187, mrna.TGME49_002860A, tigr:cds.TGME49_002860A	
TGME49_202870	-1.4	4.82	5.35	1895.t000374, 20.m05962, TGME49_002870, TgGLEAN_3638, TgGlmHMM_0713, TgTigrScan_4187, TgTwinScan_3739, mrna.TGME49_002870A, tigr:cds.TGME49_002870A	
TGME49_202880	-2	2.37	3.37	1895.t000373, 20.m05962, TGME49_002880, TgGLEAN_3637, TgGlmHMM_0713, TgTigrScan_4187, TgTwinScan_3740, mrna.TGME49_002880A, tigr:cds.TGME49_002880A	
TGME49_202890	-1.3	4.09	4.47	1895.t000372, 20.m03751, TGME49_002890, TgGLEAN_3790, TgTigrScan_4188, TgTwinScan_3741, mrna.TGME49_002890A, tigr:cds.TGME49_002890A	
TGME49_202900	-1.4	3.48	3.97	1895.t000371, TGME49_002900, TgGlmHMM_0713	
TGME49_202910	-1.4	0.3	0.81	1895.t000370, 20.m03752, TGME49_002910, TgGLEAN_3635, TgGlmHMM_0713, TgTigrScan_4191, TgTwinScan_3743, mrna.TGME49_002910A, tigr:cds.TGME49_002910A	
TGME49_202920	-1.3	2.84	3.23	1895.t000369, 20.m03753, TGME49_002920, TgGLEAN_3792, TgGlmHMM_0714, TgTigrScan_4192, TgTwinScan_3744, mrna.TGME49_002920A, tigr:cds.TGME49_002920A	
TGME49_202930	-2.1	3.43	4.5	1895.t000368, 20.m05963, TGME49_002930, TgGLEAN_3634, TgGlmHMM_0715, mrna.TGME49_002930A, tigr:cds.TGME49_002930A	
TGME49_202940	-1.3	4.39	4.73	1895.t000367, 20.m03755, TGME49_002940, TgGLEAN_3793, TgGlmHMM_0716, TgTigrScan_4193, TgTwinScan_3745, mrna.TGME49_002940A, tigr:cds.TGME49_002940A	
TGME49_202950	-1.5	3	3.62	1895.t000366, 20.m03756, TGME49_002950, TgGLEAN_3633, TgGlmHMM_0717, TgTigrScan_4194, TgTwinScan_3746, mrna.TGME49_002950A, tigr:cds.TGME49_002950A	
TGME49_202960	-1.5	3.73	4.27	1895.t000365, 20.m03757, TGME49_002960, TgGLEAN_3794, TgTigrScan_4195, mrna.TGME49_002960A, tigr:cds.TGME49_002960A	
TGME49_202970	-2.2	0.51	1.65	1895.t000362, 20.m05965, 20.m05987, TGME49_002970, TgGLEAN_3632, TgGlmHMM_0717, TgTigrScan_4196, TgTwinScan_3747, mrna.TGME49_002970A, tigr:cds.TGME49_002970A	
TGME49_202975	-1.2	1.8	2.1	1895.t000361, TGME49_002975	
TGME49_202980	-1.2	4.44	4.74	1895.t000360, 20.m03759, TGME49_002980, TgGLEAN_3796, TgGlmHMM_0718, TgTigrScan_4198, TgTwinScan_3748, mrna.TGME49_002980A, tigr:cds.TGME49_002980A	
TGME49_202990	-1.9	0.28	1.18	1895.t000359, 20.m07348, TGME49_002990, mrna.TGME49_002990A, tigr:cds.TGME49_002990A	
TGME49_203000	-1.5	0.41	1.02	1895.t000358, 20.m05966, TGME49_003000, TgGLEAN_3631, TgGlmHMM_0719, TgTigrScan_4199, TgTwinScan_3749, mrna.TGME49_003000A, tigr:cds.TGME49_003000A	
TGME49_203010	1	1.95	1.94	1895.t000357, 20.m03760, TGME49_003010, TgGLEAN_3798, TgGlmHMM_0720, TgTigrScan_4200, mrna.TGME49_003010A, tigr:cds.TGME49_003010A	
TGME49_203020	-1.3	3.14	3.47	1895.t000356, 20.m03761, TGME49_003020, TgGLEAN_3629, TgGlmHMM_0721, TgTigrScan_4201, TgTwinScan_3751, mrna.TGME49_003020A, tigr:cds.TGME49_003020A	
TGME49_203030	-1.3	5.75	6.11	1895.t000354, 20.m00334, TGME49_003030, TgGLEAN_3801, TgGlmHMM_0722, TgTigrScan_4204, TgTwinScan_3753, mrna.TGME49_003030A, tigr:cds.TGME49_003030A	
TGME49_203040	-1.4	2.11	2.63	1895.t000353, 20.m03763, TGME49_003040, TgGLEAN_3628, TgGlmHMM_0723, TgTigrScan_4205, TgTwinScan_3754, mrna.TGME49_003040A, tigr:cds.TGME49_003040A	
TGME49_203050	-1.2	1.25	1.47	1895.t000352, 20.m03764, TGME49_003050, TgGLEAN_3626, TgGLEAN_3627, TgGlmHMM_0723, TgTigrScan_4206, TgTwinScan_3755, mrna.TGME49_003050A, tigr:cds.TGME49_003050A	
TGME49_203060	-1	4.36	4.43	1895.t000351, 20.m03765, TGME49_003060, TgGLEAN_3802, TgTigrScan_4207, TgTwinScan_3756, mrna.TGME49_003060A, tigr:cds.TGME49_003060A	
TGME49_203070	-1.3	0	0.36	1895.t000350, 20.m00344, TGME49_003070, TgGlmHMM_0723, mrna.TGME49_003070A, tigr:cds.TGME49_003070A	
TGME49_203080	-1.2	4.68	4.89	1895.t000349, 20.m03766, TGME49_003080, TgGLEAN_3625, TgGlmHMM_0724, TgTigrScan_4208, TgTwinScan_3757, mrna.TGME49_003080A, tigr:cds.TGME49_003080A	
TGME49_203090	-1.2	0.07	0.36	1895.t000348, 20.m05988, TGME49_003090, TgTwinScan_3758, mrna.TGME49_003090A, tigr:cds.TGME49_003090A	
TGME49_203100	-1.3	0	0.41	1895.t000347, 20.m05968, TGME49_003100, TgGLEAN_3624, mrna.TGME49_003100A, tigr:cds.TGME49_003100A	
TGME49_203110	-3.3	2.93	4.67	1895.t000346, 20.m03767, TGME49_003110, TgGLEAN_3803, TgGlmHMM_0725, TgTwinScan_3759, mrna.TGME49_003110A, tigr:cds.TGME49_003110A	
TGME49_203120	-1.1	3.68	3.87	1895.t000345, 20.m03768, TGME49_003120, TgGLEAN_3623, TgGlmHMM_0726, TgTigrScan_4209, mrna.TGME49_003120A, tigr:cds.TGME49_003120A	
TGME49_203135	-1.5	1.96	2.55	1895.t000344, 20.m03983, TGME49_003130, TGME49_003140, TgGLEAN_3804, TgGLEAN_3805, TgGLEAN_3806, TgGlmHMM_0727, TgTigrScan_4210, TgTigrScan_4211, TgTwinScan_3760, TgTwinScan_3761, TgTwinScan_3762, mrna.TGME49_003130A, mrna.TGME49_003140A, tigr:cds.TGME49_003130A, tigr:cds.TGME49_003140A	
TGME49_203150	-1.5	2.85	3.46	1895.t000343, 20.m03773, TGME49_003150, TgGLEAN_3622, TgGlmHMM_0728, TgTigrScan_4212, TgTwinScan_3763, mrna.TGME49_003150A, tigr:cds.TGME49_003150A	
TGME49_203160	-1.6	1.55	2.23	1895.t000342, 20.m03774, TGME49_003160, TgGLEAN_3807, TgGlmHMM_0729, TgTigrScan_4213, TgTwinScan_3764, mrna.TGME49_003160A, tigr:cds.TGME49_003160A	
TGME49_203170	-1.3	5.04	5.38	1895.t000341, 20.m00342, TGME49_003170, TgGLEAN_3621, TgGlmHMM_0730, TgTigrScan_4214, TgTwinScan_3765, mrna.TGME49_003170A, tigr:cds.TGME49_003170A	
TGME49_203175	-1.3	1.02	1.44	1895.t000340, TGME49_003175	
TGME49_203180	-1.2	1.52	1.74	1895.t000339, 20.m03776, TGME49_003180, TgGLEAN_3808, TgGLEAN_3809, TgGlmHMM_0731, TgTigrScan_4215, TgTigrScan_4216, TgTwinScan_3766, mrna.TGME49_003180A, tigr:cds.TGME49_003180A	
TGME49_203200	-1.9	1.4	2.32	1895.t000338, 20.m05970, TGME49_003200, TgGLEAN_3620, TgGlmHMM_0732, TgTigrScan_4218, TgTwinScan_3767, mrna.TGME49_003200A, tigr:cds.TGME49_003200A	
TGME49_203220	-1.3	3.32	3.68	1895.t000337, 20.m03778, TGME49_003220, TgGLEAN_3619, TgGlmHMM_0732, TgTigrScan_4218, TgTwinScan_3768, mrna.TGME49_003220A, tigr:cds.TGME49_003220A	
TGME49_203230	-2.2	0.88	2.01	1895.t000336, 20.m03779, TGME49_003230, TgGLEAN_3618, TgGlmHMM_0733, TgTigrScan_4219, TgTwinScan_3769, mrna.TGME49_003230A, tigr:cds.TGME49_003230A	
TGME49_203240	-1.4	3.21	3.74	1895.t000335, 20.m03780, TGME49_003240, TgGLEAN_3810, TgGlmHMM_0734, TgTigrScan_4220, TgTwinScan_3770, mrna.TGME49_003240A, tigr:cds.TGME49_003240A	
TGME49_203250	-2.1	1.34	2.43	1895.t000334, 20.m05972, TGME49_003250, TgGLEAN_3617, TgGlmHMM_0735, TgTigrScan_4221, TgTwinScan_3771, mrna.TGME49_003250A, tigr:cds.TGME49_003250A	
TGME49_203260	-1.5	1.7	2.3	1895.t000333, 20.m03781, TGME49_003260, TgGLEAN_3812, TgGLEAN_3813, TgGlmHMM_0736, TgTigrScan_4223, TgTigrScan_4224, TgTwinScan_3772, mrna.TGME49_003260A, tigr:cds.TGME49_003260A	
TGME49_203270	-1.4	2.4	2.92	1895.t000332, 20.m03783, TGME49_003270, TgTigrScan_4225, mrna.TGME49_003270A, tigr:cds.TGME49_003270A	
TGME49_203280	-2.2	2.91	4.04	1895.t000331, 20.m07361, TGME49_003280, TgGLEAN_3815, TgGlmHMM_0737, TgTigrScan_4226, TgTwinScan_3775, mrna.TGME49_003280A, tigr:cds.TGME49_003280A	
TGME49_203290	-1.1	0.72	0.8	1895.t000330, 20.m03784, TGME49_003290, TgGLEAN_3816, TgGlmHMM_0737, TgTigrScan_4226, TgTwinScan_3776, mrna.TGME49_003290A, tigr:cds.TGME49_003290A	
TGME49_203300	-1.4	3.05	3.55	1895.t000329, 20.m08224, TGME49_003300, TgGLEAN_3616, TgGlmHMM_0738, TgTigrScan_4227, TgTwinScan_3777, mrna.TGME49_003300A, tigr:cds.TGME49_003300A	
TGME49_203310	-1.2	5.14	5.47	1895.t000328, 20.m00005, TGME49_003310, TgGLEAN_3615, TgGlmHMM_0739, TgTigrScan_4228, TgTwinScan_3779, mrna.TGME49_003310A, tigr:cds.TGME49_003310A	
TGME49_203320	-1.2	2.07	2.35	1895.t000327, 20.m03787, TGME49_003320, TgGLEAN_3817, TgGLEAN_3818, TgGlmHMM_0740, TgTigrScan_7525, TgTigrScan_7526, TgTigrScan_7527, TgTwinScan_3780, TgTwinScan_3781, mrna.TGME49_003320A, tigr:cds.TGME49_003320A	
TGME49_203330	-2.6	1	2.37	1895.t000326, 20.m03788, TGME49_003330, TgGLEAN_3819, TgGlmHMM_0741, mrna.TGME49_003330A, tigr:cds.TGME49_003330A	
TGME49_203340	-7.3	3.76	6.64	1895.t000325, 20.m03789, TGME49_003340, TgGLEAN_3614, TgGlmHMM_0742, TgTigrScan_7528, TgTwinScan_3782, mrna.TGME49_003340A, tigr:cds.TGME49_003340A	
TGME49_203350	-1.6	3.17	3.85	1895.t000324, 20.m03790, TGME49_003350, TgGLEAN_3820, TgGlmHMM_0743, TgTigrScan_7529, TgTwinScan_3783, mrna.TGME49_003350A, tigr:cds.TGME49_003350A	
TGME49_203358	-1.5	3.61	4.18	1895.t000323, TGME49_003360, TgGLEAN_3612, TgGLEAN_3613, TgGlmHMM_0744, TgTigrScan_7530, TgTwinScan_3784, TgTwinScan_3785, mrna.TGME49_003360A, tigr:cds.TGME49_003360A	
TGME49_203362	-1.2	4.06	4.32	1895.t000322, 20.m03791, TGME49_003360, TgGLEAN_3612, TgGLEAN_3613, TgGlmHMM_0744, TgTigrScan_7530, TgTwinScan_3784, TgTwinScan_3785	
TGME49_203370	-1.1	5	5.15	1895.t000321, 20.m03792, TGME49_003370, TgGLEAN_3821, TgGlmHMM_0745, TgTigrScan_7531, TgTwinScan_3786, mrna.TGME49_003370A, tigr:cds.TGME49_003370A	
TGME49_203375	-1.1	0	0.17	1895.t000591, TGME49_003375	
TGME49_203380	-1.3	4.46	4.8	1895.t000320, 20.m03793, TGME49_003380, TgGLEAN_3611, TgGlmHMM_0746, TgTigrScan_7532, TgTwinScan_3787, mrna.TGME49_003380A, tigr:cds.TGME49_003380A	
TGME49_203390	-1	4.71	4.78	1895.t000319, 20.m03794, TGME49_003390, TgGLEAN_3822, TgGlmHMM_0747, TgTigrScan_7533, TgTwinScan_3788, mrna.TGME49_003390A, tigr:cds.TGME49_003390A	
TGME49_203400	-1.5	4.49	5.07	1895.t000318, 20.m03795, TGME49_003400, TgGLEAN_3610, TgGlmHMM_0748, TgTigrScan_7534, TgTwinScan_3789, mrna.TGME49_003400A, tigr:cds.TGME49_003400A	
TGME49_203420	-1.4	2.32	2.81	1895.t000316, 20.m03796, TGME49_003420, TgGLEAN_3823, TgGlmHMM_0749, TgTigrScan_7535, TgTwinScan_3790, mrna.TGME49_003420A, tigr:cds.TGME49_003420A	
TGME49_203430	-1.4	2.91	3.43	1895.t000315, 20.m03797, TGME49_003430, TgGLEAN_3609, TgGlmHMM_0750, TgTwinScan_3791, mrna.TGME49_003430A, tigr:cds.TGME49_003430A	
TGME49_203440	-1.2	2.58	2.88	1895.t000314, 20.m03797, TGME49_003440, TgGLEAN_3609, TgGlmHMM_0750, TgTigrScan_7536, TgTwinScan_3791, mrna.TGME49_003440A, tigr:cds.TGME49_003440A	
TGME49_203450	-1.1	5.26	5.38	1895.t000313, 20.m03798, TGME49_003450, TgGLEAN_3824, TgGlmHMM_0751, TgTigrScan_7537, TgTwinScan_3792, mrna.TGME49_003450A, tigr:cds.TGME49_003450A	
TGME49_203460	-1.3	4.62	5.03	1895.t000312, 20.m03799, TGME49_003460, TgGLEAN_3608, TgGlmHMM_0752, TgTigrScan_7538, mrna.TGME49_003460A, tigr:cds.TGME49_003460A	
TGME49_203470	1.2	0.31	0.07	1895.t000579, 20.m07347, TGME49_003470, TgTigrScan_7538, mrna.TGME49_003470A, tigr:cds.TGME49_003470A	
TGME49_203480	-1.3	3	3.42	1895.t000310, 20.m03800, TGME49_003480, TgGLEAN_3825, TgGlmHMM_0753, TgTigrScan_7539, TgTwinScan_3793, mrna.TGME49_003480A, tigr:cds.TGME49_003480A	
TGME49_203490	-1.1	4.89	5.01	1895.t000309, 20.m00340, TGME49_003490, TgGLEAN_3607, TgGlmHMM_0754, TgTigrScan_7540, TgTwinScan_3794, mrna.TGME49_003490A, tigr:cds.TGME49_003490A	
TGME49_203500	-2.4	9.57	10.82	1895.t000308, 20.m03802, TGME49_003500, TgGLEAN_3606, TgGlmHMM_0754, TgTigrScan_7541, TgTwinScan_3795, mrna.TGME49_003500A, tigr:cds.TGME49_003500A	
TGME49_203505	-1.6	3.46	4.1	1895.t000307, TGME49_003505	
TGME49_203510	-1.3	4.1	4.53	1895.t000306, 20.m03803, TGME49_003510, TgGLEAN_3605, TgGlmHMM_0754, TgTigrScan_7542, TgTwinScan_3797, mrna.TGME49_003510A, tigr:cds.TGME49_003510A	
TGME49_203520	-1.5	2.11	2.74	1895.t000305, 20.m03804, TGME49_003520, TgGLEAN_3826, TgGlmHMM_0755, TgTigrScan_7543, TgTwinScan_3798, mrna.TGME49_003520A, tigr:cds.TGME49_003520A	
TGME49_203540	-2.6	2.6	3.96	1895.t000304, 20.m03806, TGME49_003540, TgGLEAN_3828, TgGLEAN_3829, TgGlmHMM_0755, TgTigrScan_7545, TgTwinScan_3799, TgTwinScan_3800, mrna.TGME49_003540A, tigr:cds.TGME49_003540A	
TGME49_203560	-2.4	3.59	4.86	1895.t000303, 20.m05980, TGME49_003560, TgTigrScan_7545, mrna.TGME49_003560A, tigr:cds.TGME49_003560A	
TGME49_203570	-2.9	3.77	5.31	1895.t000302, 20.m03807, TGME49_003570, TgGLEAN_3603, TgGlmHMM_0756, TgTigrScan_7546, TgTwinScan_3802, mrna.TGME49_003570A, tigr:cds.TGME49_003570A	
TGME49_203580	-3.2	3.89	5.56	1895.t000301, 20.m03807, TGME49_003580, TgGLEAN_3603, TgGlmHMM_0756, TgTigrScan_7546, TgTwinScan_3803, mrna.TGME49_003580A, tigr:cds.TGME49_003580A	
TGME49_203590	-2.7	1.45	2.86	1895.t000300, 20.m03808, TGME49_003590, TgGLEAN_3830, TgGlmHMM_0757, TgTigrScan_7547, mrna.TGME49_003590A, tigr:cds.TGME49_003590A	
TGME49_203600	-1.2	6.35	6.67	1895.t000299, 20.m03809, TGME49_003600, TgGLEAN_3831, TgGlmHMM_0757, TgTigrScan_7548, TgTwinScan_3804, mrna.TGME49_003600A, tigr:cds.TGME49_003600A	
TGME49_203610	-1.1	4.59	4.79	1895.t000298, 20.m00338, TGME49_003610, TgGLEAN_3602, TgGlmHMM_0758, TgTigrScan_7549, TgTigrScan_7550, TgTwinScan_3805, mrna.TGME49_003610A, tigr:cds.TGME49_003610A	
TGME49_203620	-1.3	3.89	4.25	1895.t000297, 20.m03811, TGME49_003620, TgGLEAN_3601, TgGlmHMM_0758, TgTigrScan_7551, TgTwinScan_3806, mrna.TGME49_003620A, tigr:cds.TGME49_003620A	
TGME49_203630	1.2	11.91	11.65	1895.t000296, 20.m03812, TGME49_003630, TgGLEAN_3832, TgGlmHMM_0759, TgTigrScan_7552, TgTwinScan_3807, mrna.TGME49_003630A, tigr:cds.TGME49_003630A	
TGME49_203665	-1	0.82	0.86	1895.t000295, 20.m03813, 20.m03814, 20.m03815, 20.m07346, 20.m07363, TGME49_003640, TGME49_003650, TGME49_003660, TGME49_003670, TGME49_003680, TgGLEAN_3833, TgGLEAN_3834, TgGLEAN_3836, TgGLEAN_3838, TgGlmHMM_0760, TgTigrScan_7553, TgTigrScan_7554, TgTigrScan_7556, TgTigrScan_7557, TgTigrScan_7559, TgTwinScan_3808, TgTwinScan_3809, mrna.TGME49_003640A, mrna.TGME49_003650A, mrna.TGME49_003660A, mrna.TGME49_003680A, tigr:cds.TGME49_003640A, tigr:cds.TGME49_003650A, tigr:cds.TGME49_003660A, tigr:cds.TGME49_003680A	
